baseline,scope,lead_hour,region,variable,v9_2_rmse,baseline_rmse,rmse_skill,rmse_skill_percent
input_compatible_reconstruction_persistence,per_lead,6,full,t2m,2.276211263565787,16.48792806125368,0.8619467979779194,86.19467979779193
input_compatible_reconstruction_persistence,per_lead,6,full,tp,0.12326932999758515,0.22102079075496403,0.44227269490566434,44.227269490566435
input_compatible_reconstruction_persistence,per_lead,6,land,msl,1.285171436129464,2.912090553741833,0.5586773788754239,55.86773788754239
input_compatible_reconstruction_persistence,per_lead,6,land,u10,1.2216454252751157,1.940591801268419,0.3704779003618288,37.04779003618288
input_compatible_reconstruction_persistence,per_lead,6,land,v10,1.1906621629838938,1.4062763180943625,0.15332275196289036,15.332275196289036
input_compatible_reconstruction_persistence,per_lead,6,land,t2m,2.875302102763685,18.803920676797116,0.8470902875956272,84.70902875956273
input_compatible_reconstruction_persistence,per_lead,6,land,tp,0.16161723990735768,0.2116357960155561,0.23634260862241774,23.634260862241774
input_compatible_reconstruction_persistence,per_lead,6,sea,msl,0.8873345617763698,2.8989358134094063,0.6939102419336476,69.39102419336476
input_compatible_reconstruction_persistence,per_lead,6,sea,u10,1.6422799410895172,2.3933024536744907,0.31380175599281734,31.380175599281735
input_compatible_reconstruction_persistence,per_lead,6,sea,v10,1.7166237261983441,2.157706454409877,0.2044220275237425,20.44220275237425
input_compatible_reconstruction_persistence,per_lead,6,sea,t2m,1.04493554788506,12.788745866595345,0.9182925707661086,91.82925707661086
input_compatible_reconstruction_persistence,per_lead,6,sea,tp,0.02683210265220665,0.23287405537924327,0.8847784799018952,88.47784799018952
