station_id,station_name,latitude,longitude,station_type,network,coordinate_source,pretraining_value_source,operational_value_source,enabled,profile_land_only,profile_sea_only,profile_dpc_plus_sea,dist_to_coast_km,notes
LAND::METEOHUB::26,Cingoli,43.36223,13.19233,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,29.187676807340488,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::6,Appignano,43.3642,13.3431,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.71123952507286,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::90,Poggio San Vicino,43.36842,13.07953,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,36.969519056782644,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::93,Recanati,43.3836,13.5933,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.975450082096662,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::98,San Giovanni,43.3886,13.0417,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,39.01804289281985,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::17,Camponocecchio,43.40635,12.98029,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,43.224278974437276,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::73,Montefano,43.4094,13.4369,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,11.2886114285825,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::102,Sassoferrato,43.42498,12.85635,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,52.61310010666824,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::28,Colleponi,43.43372,12.90434,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,48.632649259558725,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::58,Loreto,43.43578,13.61955,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.003028529914168,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::39,Filottrano,43.4358,13.3511,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,13.976904676100272,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::95,Rostighello,43.43805,13.53805,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,7.541911078505574,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::32,Cupramontana,43.44538,13.11565,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,31.603942284194343,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::78,Passatempo,43.44728,13.4492,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,7.153242963070744,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::18,Cantiano,43.46707,12.64052,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,60.325001120912326,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::48,Fonte Avellana,43.4711,12.7264,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,61.559601745392655,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::112,Svarchi,43.47547,13.59435,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,8.085583762838631,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::76,Musone,43.4756,13.38844,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,9.400081923983185,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::77,Osimo Monteragolo,43.49232,13.50175,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,0.865565153247211,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::64,Moie,43.49617,13.12579,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,30.186947604122558,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::7,Arcevia,43.4975,12.9367,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.43632753236419,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::83,Pianello di Cagli,43.51215,12.55335,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,54.415401822389065,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::69,Monte Petrano,43.5153,12.62183,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,54.777122065585665,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::57,Jesi,43.5319,13.23,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,22.058941335981018,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::27,Colle,43.5347,13.0564,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,35.977043444634575,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::2,Agugliano,43.5433,13.3806,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,10.763960565194019,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::14,Cagli Civita,43.5468,12.64387,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,51.70053506779606,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::107,Serravalle di Carda,43.54828,12.48647,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,50.24071809351498,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::67,Monte Nerone,43.55328,12.52087,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,49.70125020863158,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::12,Biscubio,43.56204,12.4304,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,49.018429777909475,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::80,Pergola,43.56863,12.84411,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,53.420407936873005,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::10,Baraccola,43.57445,13.52388,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,8.499309852703517,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::11,Barbara,43.58027,13.02907,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,38.994189230702766,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::86,Piobbico,43.58673,12.5152,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.96971957800175,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::99,San Lorenzo in Campo,43.605,12.95333,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.57569217813706,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::4,Ancona Regione,43.6103,13.5083,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.283024373996517,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::5,Ancona Torrette,43.61095,13.4498,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.983372450177608,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::68,Monte Paganuccio,43.6281,12.75872,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,46.271285502778014,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::1,Acqualagna,43.62819,12.68448,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,43.913279648173734,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::40,Fiumesino,43.62947,13.37233,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,17.693770784758065,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::61,Marina di Montemarciano,43.6463,13.34047,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.7318430960859,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::118,Urbania,43.65342,12.55213,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,38.764165749709,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::31,Corinaldo,43.6605,13.04638,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,40.664830132726365,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::63,Misa,43.66254,13.16497,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,32.47954084776359,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::24,Cesano,43.6649,13.01444,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,43.195521787860976,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::101,Sant Angelo in Vado,43.66678,12.4102,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,37.74600048556118,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::50,Fossombrone,43.68252,12.7984,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,42.64939707315175,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::23,Cesane Foresta,43.6926,12.7675,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,40.35517640259379,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::105,Senigallia,43.70103,13.20577,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,32.57313048880038,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::119,Urbino,43.7233,12.6369,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,32.66669272436966,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::81,Piagge,43.7375,12.96922,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,47.61100786078424,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::41,Foce Cesano,43.74958,13.17091,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,38.36439287858631,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::51,Frontino,43.75863,12.357,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,29.18391042575986,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::62,Metauro,43.76256,12.96747,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.834259153291285,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::21,Carpegna,43.78058,12.34062,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,27.539086203346763,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::52,Gallo,43.78148,12.70724,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,29.431255278789205,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::1,ARPAE Station STA_43.7882_12.1427,43.78817,12.14274,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,37.07177644382807,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::22,Casteldelci,43.79056,12.13194,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,37.57830823174932,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::2,ARPAE Station STA_43.7942_12.0047,43.79417,12.00472,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.81136632514304,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::45,Foglia 1,43.79423,12.6188,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.781650863162007,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::66,Monte Carpegna,43.80088,12.32015,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,26.417235977986348,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::13,Bronzo,43.80855,12.51255,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,21.31199941713547,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::79,Pennabilli,43.81972,12.27417,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,27.002395522665175,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::3,ARPAE Station STA_43.8199_12.2741,43.81986,12.27411,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,26.99404817571705,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::43,Foce Metauro,43.82704,13.05262,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,48.263996552691516,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::9,Arzilla,43.84,12.8947,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,36.275720878714544,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::113,Tavoleto,43.84342,12.5911,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.87795233077487,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::5,ARPAE Station STA_43.846_12.0357,43.84597,12.03572,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,40.93930826294327,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::46,Foglia 2,43.85179,12.7868,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,28.269508280105885,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::29,Conca 1,43.8711,12.4956,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.337355684310499,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::8,ARPAE Station STA_43.8739_12.6697,43.87389,12.66972,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.527444040952485,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::30,Conca 2,43.8839,12.5289,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,13.11545658584189,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::121,Villa Fastiggi,43.8906,12.8694,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,31.97848169400931,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::9,ARPAE Station STA_43.8908_12.0863,43.89078,12.08634,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,35.27437380796647,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::10,ARPAE Station STA_43.8927_12.1934,43.89269,12.19345,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,27.28913030899856,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::11,ARPAE Station STA_43.9011_12.2861,43.90111,12.28611,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.349408306557674,Physical station in the current federated DPC/regional catalog.
LAND::METEOHUB::47,Foglia 3,43.90758,12.89751,physical_land,MeteoHub_dpcn-marche,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,33.43862715167274,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::18,ARPAE Station STA_43.9261_12.7114,43.9261,12.71139,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.80891209964827,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::19,ARPAE Station STA_43.927_12.5806,43.92705,12.58065,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,10.366534571037718,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::20,ARPAE Station STA_43.9375_12.4465,43.93753,12.44649,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,8.160286896940137,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::21,ARPAE Station STA_43.9465_12.0769,43.94648,12.07693,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,34.37436408606951,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::22,ARPAE Station STA_43.9525_12.5362,43.95249,12.53622,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,6.02567742877935,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::23,ARPAE Station STA_43.9582_12.7003,43.95818,12.70026,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.684933134493864,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::24,ARPAE Station STA_43.9585_12.7394,43.95847,12.7394,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.70433697170899,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::25,ARPAE Station STA_43.9776_12.3028,43.97765,12.30275,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,15.974885704192834,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::26,ARPAE Station STA_43.9829_12.4051,43.9829,12.40511,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,7.825569764614922,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::28,ARPAE Station STA_43.9969_12.1687,43.99691,12.16866,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,26.505770854244044,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::29,ARPAE Station STA_44.0004_12.6552,44.00035,12.65516,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.410795625846882,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::32,ARPAE Station STA_44.0325_12.0433,44.03248,12.04326,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,36.70131702803167,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::33,ARPAE Station STA_44.0346_12.5005,44.03456,12.5005,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,3.8431046462761236,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::35,ARPAE Station STA_44.0381_12.2931,44.03806,12.29306,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,17.079803734657208,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::37,ARPAE Station STA_44.0565_12.5455,44.05651,12.54549,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,7.260219292714526,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::39,ARPAE Station STA_44.0592_12.5735,44.05919,12.57354,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,8.825192894959208,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::41,ARPAE Station STA_44.0683_12.4375,44.06832,12.43751,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,9.092139220542837,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::45,ARPAE Station STA_44.0857_12.2068,44.08571,12.20682,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,25.297521147730887,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::46,ARPAE Station STA_44.089_12.2746,44.08903,12.27459,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.557022537809477,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::48,ARPAE Station STA_44.1144_12.004,44.11438,12.00404,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,39.550083139846706,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::59,ARPAE Station STA_44.1521_12.1422,44.15206,12.14217,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,30.298126651643784,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::60,ARPAE Station STA_44.1642_12.3927,44.16415,12.39269,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.165064071372964,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::62,ARPAE Station STA_44.199_12.3948,44.19901,12.39485,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,23.58936951222865,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::63,ARPAE Station STA_44.2064_12.4013,44.20645,12.40132,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,22.98248322041875,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::65,ARPAE Station STA_44.2146_12.4759,44.21458,12.47587,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,23.93786189833477,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::67,ARPAE Station STA_44.2151_12.1699,44.21506,12.16992,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,23.022360804796246,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::75,ARPAE Station STA_44.2322_12.234,44.23218,12.23401,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.385221296337367,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::86,ARPAE Station STA_44.2977_12.1108,44.29769,12.11085,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.858194723422518,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::87,ARPAE Station STA_44.3139_12.1602,44.31392,12.1602,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.668083631700458,Physical station in the current federated DPC/regional catalog.
