station_id,station_name,latitude,longitude,station_type,network,coordinate_source,pretraining_value_source,operational_value_source,enabled,profile_land_only,profile_sea_only,profile_dpc_plus_sea,dist_to_coast_km,notes
LAND::ARPAE::90,ARPAE Station STA_44.33_12.0313,44.33002,12.03134,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,22.730078616222507,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::94,ARPAE Station STA_44.3531_12.265,44.35313,12.26505,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,5.905736344531671,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::129,ARPAE Station STA_44.5613_12.2439,44.56128,12.24389,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.477752117627254,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::133,ARPAE Station STA_44.5734_12.1013,44.57337,12.10134,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.89960602673015,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::143,ARPAE Station STA_44.6767_12.2494,44.67667,12.24944,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.077509897466044,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::144,ARPAE Station STA_44.6884_12.2116,44.6884,12.21161,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,25.937313974582707,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::149,ARPAE Station STA_44.8138_12.2483,44.81376,12.24834,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.912635160632522,Physical station in the current federated DPC/regional catalog.
LAND::ARPAE::153,ARPAE Station STA_44.835_12.098,44.83504,12.09804,physical_land,ARPAE,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,31.94375556674687,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::101,Porto Tolle - Pradon,44.9173386,12.36910037,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.63394175805003,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::663,Pila - Porto Peschereccio (Porto Tolle),44.978047,12.479594,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,19.86308140247324,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::115,Adria - Bellombra,45.01567605,12.0076803,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,45.589164665857695,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::112,Rosolina - Po di Tramontana,45.07114136,12.26177816,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,35.50515868746745,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::622,Pettorazza Grimani loc. Botti Barbarighe,45.116383,12.024446,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,51.35924483042573,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::168,Chioggia - Sant'Anna,45.14632401,12.27596996,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,41.43542196934092,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::178,Cavarzere,45.16150338,12.08720348,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,51.67168639277433,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::613,Chioggia (centro),45.218127,12.283051,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,42.60806002147378,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::211,Codevigo - Ca' di Mezzo,45.22690363,12.14506095,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,53.25202881304214,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::175,Codevigo,45.24367259,12.09970856,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,57.17333920238414,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::230,Campagna Lupia - Valle Averto,45.34941987,12.14155693,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,58.55244609426914,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::252,Venezia - Istituto Cavanis,45.42996715,12.32809643,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,52.05934077061487,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::167,Mira,45.43934709,12.1169216,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,65.4308482306601,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::160,Cavallino Treporti,45.45871531,12.48626171,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,46.83562864779902,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::454,Favaro Veneto,45.51730828,12.2784802,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,61.777724981178494,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::615,Jesolo - Cortellazzo,45.535854,12.65882,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,42.35279246248227,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::617,Marcon loc. Zuccarello,45.537387,12.378313,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,58.757481978110484,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::662,Eraclea - Torre di Fine,45.57572,12.79133,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,32.924057999659475,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::227,Mogliano Veneto,45.5807425,12.30779083,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,65.85949426783634,Physical station in the current federated DPC/regional catalog.
LAND::DPC::578,Grado Boa Meteo,45.59447,13.34381,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,15.354449376597813,Physical station in the current federated DPC/regional catalog.
LAND::DPC::95,Muggia,45.600676,13.775738,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,26.028746384169963,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::122,Trebaseleghe,45.60240419,12.02573694,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,82.34936537754977,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::164,Eraclea,45.60316601,12.70706142,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,40.0607173464665,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::184,Zero Branco,45.60991,12.12088,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,77.65718444877102,Physical station in the current federated DPC/regional catalog.
LAND::DPC::500,Muggia S+M,45.610448,13.752571,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.178794760809904,Physical station in the current federated DPC/regional catalog.
LAND::DPC::574,Boa Paloma,45.61858,13.5653,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.352121033197676,Physical station in the current federated DPC/regional catalog.
LAND::DPC::191,Trieste Cattinara,45.635369,13.83295,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,25.733029733888976,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::425,Bibione,45.64137219,13.07746832,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.387065655549858,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::187,Roncade,45.64140487,12.39588815,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,64.53616705765117,Physical station in the current federated DPC/regional catalog.
LAND::DPC::606,Basovizza,45.644008,13.876164,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,27.576720591830306,Physical station in the current federated DPC/regional catalog.
LAND::DPC::504,Trieste Nautico,45.647373,13.764613,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,21.244185877488768,Physical station in the current federated DPC/regional catalog.
LAND::DPC::212,Trieste,45.649981,13.752239,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.443178078455343,Physical station in the current federated DPC/regional catalog.
LAND::DPC::613,Padriciano,45.65504,13.844509,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.900365016985532,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::163,Noventa di Piave - Grassaga,45.66841156,12.58851069,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,51.13857911331171,Physical station in the current federated DPC/regional catalog.
LAND::DPC::69,Grado Meteo,45.680255,13.373272,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,22.06529812625373,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::220,Treviso,45.68093386,12.22154715,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,78.74839022795037,Physical station in the current federated DPC/regional catalog.
LAND::DPC::68,Grado Marea,45.683121,13.38345,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,21.243976359310537,Physical station in the current federated DPC/regional catalog.
LAND::DPC::78,Lignano Sabbiadoro,45.686555,13.121167,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,21.63183822754068,Physical station in the current federated DPC/regional catalog.
LAND::DPC::213,Lignano,45.701878,13.147102,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,22.821922025162007,Physical station in the current federated DPC/regional catalog.
LAND::DPC::545,Contovello,45.702031,13.729317,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.81030637421725,Physical station in the current federated DPC/regional catalog.
LAND::DPC::143,Prosecco,45.703935,13.756735,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.186034769140534,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::166,Lugugnana (Portogruaro),45.70491156,12.94668823,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,30.124869771733586,Physical station in the current federated DPC/regional catalog.
LAND::DPC::511,Borgo Grotta Gigante,45.709423,13.76463,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.265932718058146,Physical station in the current federated DPC/regional catalog.
LAND::DPC::561,Fossalon,45.714761,13.45882,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.484448503039149,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::204,Ponte di Piave,45.71711766,12.5239352,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,57.86573561661308,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::577,Breda di Piave - Via Bovon,45.7232319,12.37967204,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,68.46520003513265,Physical station in the current federated DPC/regional catalog.
LAND::DPC::218,Gorgo,45.736014,13.021434,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,29.691651685061743,Physical station in the current federated DPC/regional catalog.
LAND::DPC::555,Sgonico,45.737831,13.741996,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,13.003558363012964,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::159,Portogruaro - Lison,45.74548888,12.76128681,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,43.69363847082862,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::188,Villorba,45.74894328,12.23496228,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,79.98801481718985,Physical station in the current federated DPC/regional catalog.
LAND::DPC::544,Prepotto_TS,45.760264,13.692423,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,8.419784879920222,Physical station in the current federated DPC/regional catalog.
LAND::DPC::162,San Pelagio,45.765502,13.686825,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,7.748958450976295,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::196,Oderzo,45.76569434,12.52427035,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,60.27675952731821,Physical station in the current federated DPC/regional catalog.
LAND::DPC::161,San Lorenzo,45.766023,13.404773,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,15.603154669651104,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::619,Montebelluna loc. Contea,45.771498,12.005757,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,97.03349206188328,Physical station in the current federated DPC/regional catalog.
LAND::DPC::74,Latisana 1,45.772858,12.996778,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,34.207977594158734,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::165,Fossalta di Portogruaro,45.77566742,12.89394125,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,38.80454202004751,Physical station in the current federated DPC/regional catalog.
LAND::DPC::92,Monfalcone,45.780302,13.54963,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,4.477712161202983,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::183,Volpago del Montello,45.78502414,12.11304779,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,90.24684309372924,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::299,Monticano a Gorgo al Monticano,45.78572084,12.53899329,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,60.414398270508755,Physical station in the current federated DPC/regional catalog.
LAND::DPC::93,Monfalcone pluvio,45.796465,13.511528,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,6.869929204735358,Physical station in the current federated DPC/regional catalog.
LAND::DPC::560,Palazzolo S+M,45.805698,13.052581,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,35.87130680317424,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::185,Vazzola - Tezze,45.81168647,12.34189762,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,75.16014783948265,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::620,Nervesa della Battaglia,45.816843,12.201804,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,85.20220024878007,Physical station in the current federated DPC/regional catalog.
LAND::DPC::183,Torviscosa,45.818806,13.275533,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,25.23560490633137,Physical station in the current federated DPC/regional catalog.
LAND::DPC::153,Ruda,45.832037,13.404023,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,15.600186101726862,Physical station in the current federated DPC/regional catalog.
LAND::DPC::205,Zavattina T. Cormor,45.833708,13.159947,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,34.30843659865345,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::298,Monticano a Fontanelle,45.83694613,12.43991791,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,69.94239240867806,Physical station in the current federated DPC/regional catalog.
LAND::DPC::96,Mure,45.840301,12.80522,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,48.71132231674511,Physical station in the current federated DPC/regional catalog.
LAND::DPC::52,Doberdò,45.842959,13.547246,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,6.28725652952412,Physical station in the current federated DPC/regional catalog.
LAND::DPC::171,Squarzare,45.843915,12.617717,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,59.23940094040292,Physical station in the current federated DPC/regional catalog.
LAND::DPC::211,Cervignano,45.849444,13.337006,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,21.10717215517394,Physical station in the current federated DPC/regional catalog.
LAND::DPC::201,Villotta di Chions,45.855064,12.757509,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,52.35060741260819,Physical station in the current federated DPC/regional catalog.
LAND::DPC::237,Fogliano Redipuglia,45.86692,13.47545,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.185364398967724,Physical station in the current federated DPC/regional catalog.
LAND::DPC::564,Ariis,45.871692,13.083567,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,40.79513800423636,Physical station in the current federated DPC/regional catalog.
LAND::DPC::209,Zuiano,45.874009,12.713078,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,56.21501271526026,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::100,Conegliano,45.88132477,12.28232702,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,82.93601526844623,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::189,Valdobbiadene - Bigolino,45.88205751,12.0070972,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,101.92954616643418,Physical station in the current federated DPC/regional catalog.
LAND::DPC::559,Talmassons,45.882299,13.155793,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,35.60605600658433,Physical station in the current federated DPC/regional catalog.
LAND::DPC::554,Gradisca S+M,45.889803,13.48185,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,13.545013104511265,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::186,Gaiarine,45.89217558,12.49348723,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,70.08920569979237,Physical station in the current federated DPC/regional catalog.
LAND::DPC::552,San Vito al Tagliamento,45.895674,12.815004,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,53.19517458744542,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::195,Farra di Soligo,45.9021246,12.10445916,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,96.11165081682906,Physical station in the current federated DPC/regional catalog.
LAND::DPC::232,Mariano del Friuli,45.906572,13.453118,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.426575242893847,Physical station in the current federated DPC/regional catalog.
LAND::DPC::57,Farra d'Isonzo,45.908252,13.5343,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,13.068313577046899,Physical station in the current federated DPC/regional catalog.
LAND::DPC::65,Gorizia aeroporto,45.910395,13.595503,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,12.280303317737078,Physical station in the current federated DPC/regional catalog.
LAND::DPC::517,Palmanova,45.91118,13.333072,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,24.086570804153318,Physical station in the current federated DPC/regional catalog.
LAND::DPC::154,Sant'Andrat del Cormor,45.914405,13.161958,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,36.229456651934406,Physical station in the current federated DPC/regional catalog.
LAND::DPC::553,Brugnera,45.917922,12.544995,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,68.89253835004433,Physical station in the current federated DPC/regional catalog.
LAND::DPC::225,Camino,45.919409,12.937408,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,50.89843818816386,Physical station in the current federated DPC/regional catalog.
LAND::DPC::129,Porcia,45.921867,12.614163,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,65.34178340127345,Physical station in the current federated DPC/regional catalog.
LAND::DPC::217,Bicinicco,45.928831,13.240113,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,31.333064683960615,Physical station in the current federated DPC/regional catalog.
LAND::DPC::585,Gorizia ARPA,45.93043,13.62839,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.668802913373788,Physical station in the current federated DPC/regional catalog.
LAND::DPC::594,Gorizia Consorzio di Bonifica,45.93393,13.59649,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,14.894816119031013,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::28,Monte Cesen,45.945242,12.020877,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,104.06362294151859,Physical station in the current federated DPC/regional catalog.
LAND::DPC::228,Fornace Lucinico,45.946762,13.565849,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,16.531979635367133,Physical station in the current federated DPC/regional catalog.
LAND::DPC::72,La Baita Meteo,45.946833,13.512472,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,17.677450339937437,Physical station in the current federated DPC/regional catalog.
LAND::DPC::543,Sacile,45.950911,12.502155,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,73.81220908475548,Physical station in the current federated DPC/regional catalog.
LAND::DPC::632,Sacile Pluvio,45.95106,12.50068,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,73.90746430167262,Physical station in the current federated DPC/regional catalog.
LAND::DPC::76,Lestizza,45.951091,13.135254,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,39.7080053774871,Physical station in the current federated DPC/regional catalog.
LAND::DPC::556,Codroipo S+M,45.952356,13.002779,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,49.23991072307133,Physical station in the current federated DPC/regional catalog.
LAND::DPC::210,Capriva,45.958076,13.51241,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,18.839692225809873,Physical station in the current federated DPC/regional catalog.
LAND::DPC::131,Pordenone meteo,45.958694,12.649633,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,66.53070809424129,Physical station in the current federated DPC/regional catalog.
LAND::ARPAV::574,Follina,45.96032669,12.12185345,physical_land,ARPAV,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,98.09558720114707,Physical station in the current federated DPC/regional catalog.
LAND::DPC::233,Cormons Monte,45.961144,13.478387,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,20.240825281678823,Physical station in the current federated DPC/regional catalog.
LAND::DPC::120,Ponte Delizia,45.965073,12.901054,physical_land,DPC,DPC_stations_aggregated_dq.csv,ERA5_sampled_at_coordinate,DPC_regional_observation,True,True,False,True,56.68037850824278,Physical station in the current federated DPC/regional catalog.
