year,month,instant_path,accum_path,instant_bytes,accum_bytes,time_steps,expected_time_steps,start_time,end_time,latitude_count,longitude_count,latitude_min,latitude_max,longitude_min,longitude_max,latitude_step,longitude_step,instant_variables,accum_variables,nan_count,valid,errors
2016,12,era5_std_adriatic_2016_12_instant.nc,era5_std_adriatic_2016_12_accum.nc,7975767,1001205,744,744,2016-12-01T00:00:00.000000000,2016-12-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,1,era5_std_adriatic_2017_01_instant.nc,era5_std_adriatic_2017_01_accum.nc,8085211,1384928,744,744,2017-01-01T00:00:00.000000000,2017-01-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,2,era5_std_adriatic_2017_02_instant.nc,era5_std_adriatic_2017_02_accum.nc,7227695,1252900,672,672,2017-02-01T00:00:00.000000000,2017-02-28T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,3,era5_std_adriatic_2017_03_instant.nc,era5_std_adriatic_2017_03_accum.nc,7995114,1210403,744,744,2017-03-01T00:00:00.000000000,2017-03-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,4,era5_std_adriatic_2017_04_instant.nc,era5_std_adriatic_2017_04_accum.nc,7763169,1439771,720,720,2017-04-01T00:00:00.000000000,2017-04-30T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,5,era5_std_adriatic_2017_05_instant.nc,era5_std_adriatic_2017_05_accum.nc,7966930,1480954,744,744,2017-05-01T00:00:00.000000000,2017-05-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,6,era5_std_adriatic_2017_06_instant.nc,era5_std_adriatic_2017_06_accum.nc,7730503,1292095,720,720,2017-06-01T00:00:00.000000000,2017-06-30T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,7,era5_std_adriatic_2017_07_instant.nc,era5_std_adriatic_2017_07_accum.nc,8019496,1266257,744,744,2017-07-01T00:00:00.000000000,2017-07-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,8,era5_std_adriatic_2017_08_instant.nc,era5_std_adriatic_2017_08_accum.nc,8018660,1092636,744,744,2017-08-01T00:00:00.000000000,2017-08-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,9,era5_std_adriatic_2017_09_instant.nc,era5_std_adriatic_2017_09_accum.nc,7741376,1492283,720,720,2017-09-01T00:00:00.000000000,2017-09-30T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,10,era5_std_adriatic_2017_10_instant.nc,era5_std_adriatic_2017_10_accum.nc,7906025,1145081,744,744,2017-10-01T00:00:00.000000000,2017-10-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,11,era5_std_adriatic_2017_11_instant.nc,era5_std_adriatic_2017_11_accum.nc,7761842,1388604,720,720,2017-11-01T00:00:00.000000000,2017-11-30T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
2017,12,era5_std_adriatic_2017_12_instant.nc,era5_std_adriatic_2017_12_accum.nc,8038409,1351859,744,744,2017-12-01T00:00:00.000000000,2017-12-31T23:00:00.000000000,31,33,39.0,46.5,12.0,20.0,0.25,0.25,"[""i10fg"", ""msl"", ""t2m"", ""u10"", ""v10""]","[""ssrd"", ""tp""]",0,True,none
