station_id,station_name,lat,lon,network,coordinate_source,catalog_status,observed_snapshots,variables,license,notes
MH::dpcn-campania::a34d4279f69c,Cancello Arnone,41.06916,14.02473,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::8c65a0c8503c,Minervino Murge,41.07233,16.08417,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ff2545ca18b9,Castel del Monte,41.07333,16.3195,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::e1a8c9f11ffa,S.Agata dei Goti,41.08778,14.49667,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::297858ab2d9a,Melito Irpino,41.09111,15.05361,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::f4670c04f80f,Grazzanise,41.09261,14.10557,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::55a73b37350d,Ruvo di Puglia,41.093,16.48867,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::c429e9e90bdc,Bitonto,41.093,16.705,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ec36a7a4aa8e,Bari Campus,41.09533,16.8715,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ad88990127f5,Rocchetta Sant'Antonio,41.096,15.44133,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13003,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::e2daeccf41dc,Caserta Vecchia,41.0975,14.3625,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::2db074e1b7cb,Giovinazzo,41.0975,16.61717,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,2,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ad39c95cba08,Diga Locone,41.09845,15.99153,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::a83df91d5484,S.Agata dei Goti Isclero,41.1025,14.46389,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::1188b3b27aa3,F. Ofanto - S.Samuele di Cafiero,41.10633,16.14083,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::7299a454bc69,Bovino,41.11067,15.33117,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,2,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::43e7312afceb,Benevento METEO,41.115,14.825,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::e28ff345fcd2,Bari Osservatorio,41.11517,16.87733,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::d28f5b51727b,Anzano di Puglia,41.12083,15.27533,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::24af557bf67a,Rocchetta,41.12472,14.97083,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::2bf18a36490e,Loconia,41.1285,15.95383,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::3d5f7f61345c,Ponte Annibale,41.13138,14.26013,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::0caf65d26e30,Apice Calore,41.1329,14.92384,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::655ffa64af95,Benevento,41.13399,14.77341,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::8a1302eff7ec,S.Agata di Puglia,41.144,15.39267,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::b1f6bc4cf669,Corato,41.14617,16.40683,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::ecbdaef9254f,Ponte Limatola,41.14721,14.40139,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::fdb1cd1c659c,Candela,41.14833,15.52117,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::c6403922f028,Paduli,41.14944,14.83528,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::53882c338763,Monteleone di Puglia,41.15717,15.27567,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,2,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::4e6416ac7b7b,Melizzano,41.16111,14.50417,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::768584555dad,Torrente Carapelle a SR01,41.17717,15.51533,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::1b60c9cb140d,Caiazzo,41.17806,14.35722,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::7991f0ac2cc6,Borgo Libertu00e0,41.1865,15.758,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::4206ac80934a,Amorosi,41.19573,14.44957,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::2f88ab8b85d8,Cellole METEO,41.19639,13.83833,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::101ca52dba47,Ariano Irpino METEO,41.19667,15.13611,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011|B13013,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::dbf8227e584d,Pontelatone,41.20361,14.24222,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::1b4fd7fbc69c,Solopaca,41.20793,14.57091,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::e34e4ae6fe8c,Panni,41.2095,15.275,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::76f438874b38,Ascoli Satriano,41.21033,15.52417,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::9de0940caf6a,Alvignano,41.21278,14.39583,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::99ac99427524,Deliceto,41.21967,15.38683,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::52ab69f5bf32,Gaeta,41.22028,13.55917,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::cd69c0060a84,Savignano Irpino,41.22117,15.2255,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::0e7bab0e7f81,Canosa di Puglia,41.22117,16.10583,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::de82e9b04885,Liberi,41.22361,14.2875,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::29d7e6b96e06,Andria,41.23233,16.1935,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::3055715f8f08,Sorgenti Grassano,41.23505,14.49843,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::c7b5a16e5ded,Cerignola,41.23683,15.90417,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::26061c308307,Bisceglie,41.23683,16.4915,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::1df370006c4f,S.Salvatore Telesino METEO,41.24694,14.47278,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::46d68bad4470,Pago Veiano,41.25972,14.8975,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::0e6daa062c37,Orsara di Puglia,41.26333,15.29917,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::e1f5be6485db,Itri,41.27111,13.52528,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::0ce440480001,SS.Cosma e Damiano,41.27111,13.79639,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::93f9d8aa1536,Pietramelara,41.27167,14.21056,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::0557ec757183,S.Castrese,41.28056,13.83639,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::7345a50277ee,Roccamonfina,41.28083,13.97861,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::312009f36a74,Sabaudia,41.28806,13.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::0b53cc8bfe4f,Terracina,41.28806,13.25417,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::db847bf3e5e7,Torrente Carapelle a Ponte Ordon,41.2915,15.6425,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::26e4d91d4c5f,Torrente Cervaro SP106,41.29867,15.42183,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::d9e1f200e1d6,Castelfranco in Miscano,41.29889,15.08667,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ee3ec5129ef0,Castelluccio dei Sauri,41.304,15.51833,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::1ec66b6fbebd,Spigno Saturnia,41.305,13.72861,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::502f1cfff007,Faeto,41.30983,15.191,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::5e31f8afdeb0,Ortanova,41.30983,15.6995,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::3b69334ba987,Alife,41.32948,14.33605,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B11041|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::fc808ca11478,Barletta,41.33417,16.208,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::e9408dd280a8,Morcone,41.33528,14.66611,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::36b3d50e721b,Cusano Mutri,41.33722,14.51333,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::036f96ce0f1d,Fondi,41.33889,13.42361,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::39873906f860,S.Angelo d'Alife,41.34937,14.27415,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::6122a9fd8621,Troia,41.34967,15.305,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::7e04f5950a71,Quattroventi,41.35291,14.21282,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::d9256f843ac2,Mass.S.Chiara,41.35617,16.062,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::59d4723c3bd2,Orto di Zolfo,41.3585,15.1705,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::44f392a2e83c,Colle Sannita,41.36417,14.83722,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::4bd18c071a4e,Rio Cassano,41.37278,13.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::9850461fc3aa,Ailano,41.3825,14.17278,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::06ed995c7c10,Campodimele,41.38972,13.52528,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::5c91f099885e,Esperia,41.38972,13.66083,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::ffd0dd99ad5f,Torrente Celone San Giusto,41.402,15.3585,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::8665a65e6f25,Torrente Cervaro a Incoronata,41.40267,15.70833,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::ff8bc097435b,S.Ambrogio,41.40516,13.86905,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::7ac82ce742f5,Rocca d'Evandro,41.40583,13.89,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::596e252c4996,Biccari,41.406,15.1905,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B11001|B11002|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::41f205b85ffd,Sisto a Pontinia,41.40667,13.01694,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::f81cee6aa3d4,Lenola,41.40667,13.44056,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::de8b1ae4523d,S.Apollinare,41.40667,13.83028,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::47cb9dbe692a,Diga Celone,41.40933,15.4365,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::03b1cd8c0b2f,S.Bartolomeo METEO,41.42222,15.04083,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011|B13013,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::1856cb0399f4,Fonte Rosa,41.42267,15.77833,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::54ccb40b8b0e,San Giorgio a Liri,41.42361,13.77944,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-campania::ad74d71d35c3,Rocca d'Evandro METEO,41.42472,13.88028,dpcn-campania,MeteoHub /api/observations,observed_in_snapshot,3,B10004|B11001|B11002|B11041|B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::14ced4faa199,Alberona,41.42583,15.12117,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::c4508175ad63,Tertiveri,41.4335,15.204,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13003|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::541e44bb515d,Foggia Osservatorio,41.43583,15.565,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-puglia::23c5e7c968de,Torrente Vulgano,41.438,15.33417,dpcn-puglia,MeteoHub /api/observations,observed_in_snapshot,3,B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::f664250269b0,Amaseno a Fossanova,41.44056,13.18639,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B13011|B13215,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
MH::dpcn-lazio::8449dee73746,Vallecorsa,41.44056,13.40667,dpcn-lazio,MeteoHub /api/observations,observed_in_snapshot,3,B12101|B13011,CC BY 4.0 (dataset attribution applies),Official DPC/regional station observed in at least one selected MeteoHub time window; an offline station may be absent.
